Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,CDC Historical Zika in the USA (2015-2018),"In 2016, Zika virus disease became a nationally notifiable condition. Cases are reported to CDC by state, territorial, and local health departments using standard case definitions. These are final 2015 - 2016 data reported to ArboNET and the CDC for Zika virus disease. As well as the Provisional Data* as of July 3, 2018 for cases in 2017 - 2018.",eng,Esri,?,?,,geodata|zika,2018-07-24,"January 01, 2015-July 03, 2018",2015-2018,United States,?,?,?,https://data.humdata.org/dataset/cdc-historical-zika-in-the-usa-2015-2018,?,?,?,?,?,https://data.humdata.org/dataset/cdc-historical-zika-in-the-usa-2015-2018,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Sudan - Food for Education (FFE) Supported Schools,"WFP Food for Education (FFE) Supported Schools in Sudan. The Microsoft Excel spread sheet contains consolidated record of FFE in in the states of Kassala, Gadaref, Gazeira, North Kordofan, Red Sea, Sennar and South Kordofan. It includes state names, locality names, locations, school names, XY coordinates (in Decimal Degrees) and education by type.",eng,OCHA Sudan,?,?,,education|education facilities - schools|food security|geodata,2018-07-16,"July 14, 2016-July 14, 2016",2016-2016,Sudan,?,?,?,https://data.humdata.org/dataset/food-for-education-ffe-supported-schools-sudan,?,?,?,?,?,https://data.humdata.org/dataset/food-for-education-ffe-supported-schools-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Senegal - geodatabase on admin boundaries, settlements, hydrology, transporation, land use and infrastructure","Admin boundaries (admin1, admin 2 and admin3 polygons and polylines), settlements with pcode iso2 and iso 3, transporation (roads, railways, airports, ports), Hydrology (river line), Infrastructures (Education, health, trade)",eng,OCHA ROWCA,?,?,,administrative divisions|common operational dataset - cod|education|education facilities - schools|geodata|populated places - settlements|roads|transportation|water bodies - hydrography,2018-05-07,"March 06, 2017-March 06, 2017",2017-2017,Senegal,?,?,?,https://data.humdata.org/dataset/sen-geodb-ocha-20170306,?,?,?,?,?,https://data.humdata.org/dataset/sen-geodb-ocha-20170306,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Contour Lines for Kutupalong Magacamp area and other sites.,"Zipped shapefile containing 1m contour lines for Kutupalong mega camp area including Thangkhali, Hakimpara, Jamtoli and Bagghona/Potibonia.   These are created by NPM team of IOM using a UAV of December 2017.",eng,Inter Sector Coordination Group,?,?,,bangladesh - rohingya refugee crisis - 2017-|coxs bazar|elevation - topography - altitude|geodata,2018-01-24,"January 24, 2018-January 24, 2018",2018-2018,Bangladesh,?,?,?,https://data.humdata.org/dataset/contour-lines-for-kutupalong-makeshift-settlement-and-extension-site,?,?,?,?,?,https://data.humdata.org/dataset/contour-lines-for-kutupalong-makeshift-settlement-and-extension-site,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Bangladesh - Health and Nutrition centre for Rohingya refugees  and host commuities in Cox's Bazar,These data set contain the Health and Nutrition center for Rohingya refugees  and host communities in Cox's Bazar,eng,Inter Sector Coordination Group,?,?,,bangladesh - rohingya refugee crisis - 2017-|displaced persons locations - camps - shelters|geodata|health|nutrition,2017-11-02,"November 01, 2017-November 01, 2017",2017-2017,Bangladesh,?,?,?,https://data.humdata.org/dataset/bangladesh-health-and-nutrition-centre-for-rohingya-refugees-and-host-commuities-in-cox-s-bazar,?,?,?,?,?,https://data.humdata.org/dataset/bangladesh-health-and-nutrition-centre-for-rohingya-refugees-and-host-commuities-in-cox-s-bazar,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Priority Index Sri Lanka Floods May 2017,"This priority index was derived by combining a detailed flood extent mapping with detailed human settlement geo-data. Both sources were combined to produce the location and magnitude of population living in flooded areas. This was subsequently aggregated to admin-4 areas (GND) as well as admin-3 areas (DS divisional).
The flood extent mapping was derived in turn by combining two sources: Flood extent maps could be produced rather faster using satellite imageries captured by either optical sensors or Synthetic Aperture Radar (SAR) sensors. In most places flood is cause by heavy rainfall which means in most cases cloud is present, this is a limitation for optical sensors as they can’t penetrate clouds. Radar sensors are not affected by cloud, which make them more useful in presence of cloud. In This analysis we analyzed sentinel2 optical image from May 28th and Sentinel 1 SAR image from May 30th.  Then we combine the two results adding up the flood extents.
Main cloud covered areas and permanent water bodies are removed from the flood extent map using the Sentinel 2 cloud mask. The scale/resolution of the flood extent map is 30mts where as the permanent water body map has 250m scale resolution. This will introduce some discrepancy: part of flood extent  map could be permanent water body.
Analysis focused on 4 districts in South-West Sri Lanka based on news reports (https://www.dropbox.com/s/n0qdqe7qfgq6fyv/special_situation.pdf?dl=0). Based on the admin-3-level analysis, highest percentages of population living in flooded areas were seen in Matara district. Admin-4 level analysis concentrated only on Matara district for that reason.
The dataset is showing percentage flooded. The data has not yet been corrected for small populations. We believe the product is currently pointing to the high priority areas. In the shp or csv files the user of this data could easily correct for small populations, if there is a wish to target on the amount of people affected.
The human settlement data was retrieved from http://ciesin.columbia.edu/data/hrsl/. Facebook Connectivity Lab and Center for International Earth Science Information Network - CIESIN - Columbia University. 2016. High Resolution Settlement Layer (HRSL). Source imagery for HRSL © 2016 DigitalGlobe. Accessed 01-06-2017.
The Radar imagery analysis was done by NASA JPL, whose input in this product has been crucial.
An example map is available here:
http://bit.ly/SriLankaFloodMap
Admin boundaries 3 and 4 can be found here (link on OBJECT_ID): https://data.humdata.org/group/lka?q=&ext_page_size=25&sort=score+desc%2C+metadata_modified+desc&tags=administrative+boundaries#dataset-filter-start
The ratio column in the SHPs or CSVs can be multiplied by 100 to get the percentage of flooding in the area.",eng,Netherlands Red Cross - 510,?,?,,floods - storm surges|prioritization|severity,2017-06-08,"June 01, 2017-June 01, 2017",2017-2017,Sri Lanka,?,?,?,https://data.humdata.org/dataset/priority-index-sri-lanka-floods-may-2017,?,?,?,?,?,https://data.humdata.org/dataset/priority-index-sri-lanka-floods-may-2017,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Chad - GIS geodatabase,"Geodatabase with GIS data and statistics data for Chad including boundaries, transportation, hydrology, health facilities, population data...",eng,OCHA Chad,?,?,,administrative capitals|baseline population|common operational dataset - cod|geodata|health facilities|internally displaced persons - idp|populated places - settlements|refugees,2017-05-26,"May 17, 2016-May 17, 2016",2016-2016,Chad,?,?,?,https://data.humdata.org/dataset/chad-gis-geodatabase,?,?,?,?,?,https://data.humdata.org/dataset/chad-gis-geodatabase,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Afghanistan Rainfall (2013-2016) and Population Comparisons (2010-2020): A Public Health and Food Security Synthesis Report with Corresponding Data,"This report considers present and recent past food security assessments for Afghanistan in the context of hydrology, climate change and conflict.  Population comparisons by data source (UN OCHA, LandScan, WorldPop, and Gridded Population of the World) and rainfall anomalies from 2013-2016 accompany the report.  The authors, Zainab al Badri, Atia Curtiss, and Zoe Garcia, completed their research in partial fulfillment of Public Health coursework in Medical Geography, for Spring 2017, at Drew University.  Dr. Lisa Jordan edited the report and supplemented their work with additional spatial data.",eng,Drew University,?,?,,baseline population|food security|geodata|rainfall - precipitation|weather and climate,2017-05-16,"May 16, 2017-May 16, 2017",2017-2017,Afghanistan,?,?,?,https://data.humdata.org/dataset/afghanistan-rainfall-2013-2016-and-population-comparisons-2010-2020,?,?,?,?,?,https://data.humdata.org/dataset/afghanistan-rainfall-2013-2016-and-population-comparisons-2010-2020,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Algeria - Elevation Model,"Digital Elevation Model (DEM) of  Algeria, The NASA Shuttle Radar Topographic Mission (SRTM). Resolution: 250 m. Source: USGS/NASA-SRTM",eng,OCHA ROMENA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2017-03-30,"March 30, 2017-March 30, 2017",2017-2017,Algeria,?,?,?,https://data.humdata.org/dataset/algeria-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/algeria-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Tunisia_ Elevation Model,"Digital Elevation Model (DEM) of Tunisia, The NASA Shuttle Radar Topographic Mission (SRTM). Resolution: 250 m. Source: USGS/NASA-SRTM",eng,OCHA ROMENA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2017-03-30,"March 30, 2017-March 30, 2017",2017-2017,Tunisia,?,?,?,https://data.humdata.org/dataset/tunisia-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/tunisia-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Gulf Countries- Elevation Model,"Digital Elevation Model (DEM) of Gulf Countries, The NASA Shuttle Radar Topographic Mission (SRTM). Resolution: 250 m. Source: USGS/NASA-SRTM",eng,OCHA ROMENA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2017-03-30,"March 30, 2017-March 30, 2017",2017-2017,Bahrain|Kuwait|Oman|Qatar|Saudi Arabia|United Arab Emirates,?,?,?,https://data.humdata.org/dataset/gulf-countries-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/gulf-countries-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Algeria - River Network,No description provided,eng,OCHA ROMENA,?,?,,rivers|water sanitation and hygiene - wash,2017-03-28,"May 30, 2007-May 30, 2007",2007-2007,Algeria,?,?,?,https://data.humdata.org/dataset/algeria-river-network,?,?,?,?,?,https://data.humdata.org/dataset/algeria-river-network,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Nigeria Primary and Secondary Roads (data from OSM),Nigeria Roads (Primary and Secondary roads. Data from OSM),eng,OCHA Nigeria,?,?,,common operational dataset - cod|geodata|roads,2016-11-18,"November 18, 2016-November 18, 2016",2016-2016,Nigeria,?,?,?,https://data.humdata.org/dataset/nigeria-roads-data-from-osm,?,?,?,?,?,https://data.humdata.org/dataset/nigeria-roads-data-from-osm,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Sudan: Gedaref State Nutrition and Feeding Centers,"The zipped shape-file contains point data on the location of nutrition feeding centers in Gedaref State, Republic of the Sudan. The data was obtained from UNICEF Sudan, through UNDP Sudan. Updated data will be uploaded when it gets available.",eng,OCHA Sudan,?,?,,nutrition,2016-10-30,"June 01, 2014-June 01, 2014",2014-2014,Sudan,?,?,?,https://data.humdata.org/dataset/sudan-gedaref-state-nutrition-and-feeding-centers,?,?,?,?,?,https://data.humdata.org/dataset/sudan-gedaref-state-nutrition-and-feeding-centers,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Darfur Locality Points, Sudan","The Microsoft Excel spreadsheet contains XY coordinates (in Decimal Degrees) of all the localities in Darfur, Sudan.",eng,OCHA Sudan,?,?,,darfur|populated places - settlements,2016-08-08,"July 14, 2016-July 14, 2016",2016-2016,Sudan,?,?,?,https://data.humdata.org/dataset/darfur-locality-points-sudan,?,?,?,?,?,https://data.humdata.org/dataset/darfur-locality-points-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Estimated numbers of births and pregnancies in the Americas,High resolution maps of estimated numbers of births and pregnancies in the Americas in 2015,eng,WorldPop,?,?,,baseline population|births|geodata|maternity|sex and age disaggregated data - sadd|zika,2016-02-12,"February 12, 2016-February 12, 2016",2016-2016,World,?,?,?,https://data.humdata.org/dataset/estimated-numbers-of-births-and-pregnancies-in-the-americas,?,?,?,?,?,https://data.humdata.org/dataset/estimated-numbers-of-births-and-pregnancies-in-the-americas,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Nigeria - Elevation Model,The geodata represents the digital elevation model of Nigeria. Spatial resolution: 90 meters.,eng,OCHA Nigeria,?,?,,central africa|common operational dataset - cod|elevation - topography - altitude|geodata|west africa,2015-11-24,"February 02, 2012-February 02, 2012",2012-2012,Nigeria,?,?,?,https://data.humdata.org/dataset/nigeria-elevation-model-cod,?,?,?,?,?,https://data.humdata.org/dataset/nigeria-elevation-model-cod,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Nepal OpenStreetMap Extracts,Contains thematic layers extracted from OSM for Nepal and available in different formats. More information.  Themes include:,eng,Humanitarian OpenStreetMap Team (HOT),?,?,,airports|buildings|earthquakes|education|education facilities - schools|geodata|health facilities|land use and land cover|populated places - settlements|transportation,2015-04-29,"April 01, 2015-April 01, 2015",2015-2015,Nepal|Nepal Earthquake,?,?,?,https://data.humdata.org/dataset/nepal-openstreetmap-extracts,?,?,?,?,?,https://data.humdata.org/dataset/nepal-openstreetmap-extracts,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
